audio,ID,duration,target,fold
1Gckfr5bxxhzvoo_1.mp3,1Gckfr5bxxhzvoo,3160.816,これは、もう、疑いをいれない。,3
1Gckfr5bxxhzvoo_2.mp3,1Gckfr5bxxhzvoo,2847.347,よほどのものである。,3
1Gckfr5bxxhzvoo_3.mp3,1Gckfr5bxxhzvoo,2560.0,こと、怠惰に関してだけは、,3
1Gckfr5bxxhzvoo_4.mp3,1Gckfr5bxxhzvoo,3030.204,私は、ほんものである。,3
1Gckfr5bxxhzvoo_5.mp3,1Gckfr5bxxhzvoo,4048.98,まさか、それを自慢しているわけではない。,3
1Gckfr5bxxhzvoo_6.mp3,1Gckfr5bxxhzvoo,3787.755,ほとほと、自分でも呆れている。,3
1Gckfr5bxxhzvoo_7.mp3,1Gckfr5bxxhzvoo,3761.633,私の、これは、最大欠陥である。,3
1Gckfr5bxxhzvoo_8.mp3,1Gckfr5bxxhzvoo,4101.224,たしかに、恥ずべき、欠陥である。,3
1Gckfr5bxxhzvoo_9.mp3,1Gckfr5bxxhzvoo,1828.571,臥竜。,3
1Gckfr5bxxhzvoo_10.mp3,1Gckfr5bxxhzvoo,3500.408,おれは、考えることをしている。,3
1Gckfr5bxxhzvoo_11.mp3,1Gckfr5bxxhzvoo,3265.306,さらに想を練り、案を構え。,3
1Gckfr5bxxhzvoo_12.mp3,1Gckfr5bxxhzvoo,5276.735,賢者のまさに動かんとするや、必ず愚色あり。,3
1Gckfr5bxxhzvoo_13.mp3,1Gckfr5bxxhzvoo,1776.327,熟慮。,3
1Gckfr5bxxhzvoo_14.mp3,1Gckfr5bxxhzvoo,2194.286,潔癖。,3
1Gckfr5bxxhzvoo_15.mp3,1Gckfr5bxxhzvoo,3265.306,おれの苦しさ、わからんかね。,3
1Gckfr5bxxhzvoo_16.mp3,1Gckfr5bxxhzvoo,2115.918,無慾。,3
1Gckfr5bxxhzvoo_17.mp3,1Gckfr5bxxhzvoo,2533.878,沈黙は金。,3
1Gckfr5bxxhzvoo_18.mp3,1Gckfr5bxxhzvoo,2298.776,隅の親石。,3
1Gckfr5bxxhzvoo_19.mp3,1Gckfr5bxxhzvoo,2795.102,機未だ熟さず。,3
1Gckfr5bxxhzvoo_20.mp3,1Gckfr5bxxhzvoo,2795.102,出る杭うたれる。,3
1Gckfr5bxxhzvoo_21.mp3,1Gckfr5bxxhzvoo,3552.653,寝ていて転ぶうれいなし。,3
1Gckfr5bxxhzvoo_22.mp3,1Gckfr5bxxhzvoo,2716.735,無縫天衣。,3
1Gckfr5bxxhzvoo_23.mp3,1Gckfr5bxxhzvoo,3082.449,桃李言わざれども。,3
1Gckfr5bxxhzvoo_24.mp3,1Gckfr5bxxhzvoo,2168.163,絶望。,3
1Gckfr5bxxhzvoo_25.mp3,1Gckfr5bxxhzvoo,2272.653,豚に真珠。,3
1Gckfr5bxxhzvoo_26.mp3,1Gckfr5bxxhzvoo,2612.245,ことあげせぬ国。,3
1Gckfr5bxxhzvoo_27.mp3,1Gckfr5bxxhzvoo,2847.347,ばかばかしくって。,3
1Gckfr5bxxhzvoo_28.mp3,1Gckfr5bxxhzvoo,2377.143,大器晩成。,3
1Gckfr5bxxhzvoo_29.mp3,1Gckfr5bxxhzvoo,2795.102,自矜、自愛。,3
1Gckfr5bxxhzvoo_30.mp3,1Gckfr5bxxhzvoo,3500.408,のこりものには、福が来る。,3
1Gckfr5bxxhzvoo_31.mp3,1Gckfr5bxxhzvoo,3552.653,なんぞ彼等の思い無げなる。,3
1Gckfr5bxxhzvoo_32.mp3,1Gckfr5bxxhzvoo,2742.857,死後の名声。,3
1Gckfr5bxxhzvoo_33.mp3,1Gckfr5bxxhzvoo,3030.204,つまり、高級なんだね。,3
1Gckfr5bxxhzvoo_34.mp3,1Gckfr5bxxhzvoo,3369.796,千両役者だからね。,3
1Gckfr5bxxhzvoo_35.mp3,1Gckfr5bxxhzvoo,2795.102,晴耕雨読。,3
1Gckfr5bxxhzvoo_36.mp3,1Gckfr5bxxhzvoo,3683.265,三度固辞して動かず。,3
1Gckfr5bxxhzvoo_37.mp3,1Gckfr5bxxhzvoo,3030.204,天を相手にせよ。,3
1Gckfr5bxxhzvoo_38.mp3,1Gckfr5bxxhzvoo,4388.571,ジッドは、お金持なんだろう?,3
1Gckfr5bxxhzvoo_39.mp3,1Gckfr5bxxhzvoo,3448.163,私は、実際、恥かしい。,3
1Gckfr5bxxhzvoo_40.mp3,1Gckfr5bxxhzvoo,3448.163,苦しさも、へったくれもない。,3
1Gckfr5bxxhzvoo_41.mp3,1Gckfr5bxxhzvoo,3369.796,なぜ、書かないのか。,3
1Gckfr5bxxhzvoo_42.mp3,1Gckfr5bxxhzvoo,3683.265,実は、少しからだの工合いおかしいのでして、,3
1Gckfr5bxxhzvoo_43.mp3,1Gckfr5bxxhzvoo,2011.429,などと、せっぱつまって、,3
1Gckfr5bxxhzvoo_44.mp3,1Gckfr5bxxhzvoo,4257.959,伏目がちに、あわれっぽく告白したりなどするのだが、,3
1Gckfr5bxxhzvoo_45.mp3,1Gckfr5bxxhzvoo,3840.0,酒、のむとなると一升くらい平気でやって、,3
1Gckfr5bxxhzvoo_46.mp3,1Gckfr5bxxhzvoo,3422.041,そんな病人あるものか。,3
1Gckfr5bxxhzvoo_47.mp3,1Gckfr5bxxhzvoo,3578.776,要するに、怠惰なのである。,3
1Gckfr5bxxhzvoo_48.mp3,1Gckfr5bxxhzvoo,6426.122,いつまでも、こんな工合いでは、私は、とうてい見込みのない人間である。,3
1Gckfr5bxxhzvoo_49.mp3,1Gckfr5bxxhzvoo,3866.122,そう、きめて了うのは、私も、つらいのであるが、,3
1Gckfr5bxxhzvoo_50.mp3,1Gckfr5bxxhzvoo,2377.143,もうこれ以上、私たち、,3
1Gckfr5bxxhzvoo_51.mp3,1Gckfr5bxxhzvoo,4101.224,自身を甘やかしてはいけない。,3
1Gckfr5bxxhzvoo_52.mp3,1Gckfr5bxxhzvoo,1280.0,書け。,3
1Gckfr5bxxhzvoo_53.mp3,1Gckfr5bxxhzvoo,3604.898,落語でも、一口噺でもいい。,3
1Gckfr5bxxhzvoo_54.mp3,1Gckfr5bxxhzvoo,3735.51,書かないのは、例外なく怠惰である。,3
1Gckfr5bxxhzvoo_55.mp3,1Gckfr5bxxhzvoo,4257.959,おろかな、おろかな、盲信である。,3
1Gckfr5bxxhzvoo_56.mp3,1Gckfr5bxxhzvoo,2847.347,人は、自分以上の仕事もできないし、,3
1Gckfr5bxxhzvoo_57.mp3,1Gckfr5bxxhzvoo,3186.939,自分以下の仕事もできない。,3
1Gckfr5bxxhzvoo_58.mp3,1Gckfr5bxxhzvoo,3683.265,働かないものには、権利がない。,3
1Gckfr5bxxhzvoo_59.mp3,1Gckfr5bxxhzvoo,2324.898,人間失格、,3
1Gckfr5bxxhzvoo_60.mp3,1Gckfr5bxxhzvoo,3239.184,あたりまえのことである。,3
1Gckfr5bxxhzvoo_61.mp3,1Gckfr5bxxhzvoo,3004.082,さて、何もしない。,3
1Gckfr5bxxhzvoo_62.mp3,1Gckfr5bxxhzvoo,3840.0,頬杖ついて、ぼんやりしている。,3
1Gckfr5bxxhzvoo_63.mp3,1Gckfr5bxxhzvoo,5041.633,別段、深遠のことがらを考えているわけではない。,3
1Gckfr5bxxhzvoo_64.mp3,1Gckfr5bxxhzvoo,6373.878,なまけ者の空想ほど、ばかばかしく途方もないものはない。,3
1Gckfr5bxxhzvoo_65.mp3,1Gckfr5bxxhzvoo,2063.673,悪事千里、というが、,3
1Gckfr5bxxhzvoo_66.mp3,1Gckfr5bxxhzvoo,2429.388,なまけ者の空想もまた、,3
1Gckfr5bxxhzvoo_67.mp3,1Gckfr5bxxhzvoo,4205.714,ちょろちょろ止めどなく流れ、走る。,3
1Gckfr5bxxhzvoo_68.mp3,1Gckfr5bxxhzvoo,3134.694,何を考えているのか。,3
1Gckfr5bxxhzvoo_69.mp3,1Gckfr5bxxhzvoo,4440.816,この男は、いま、旅行に就いて考えている。,3
1Gckfr5bxxhzvoo_70.mp3,1Gckfr5bxxhzvoo,3213.061,汽車の旅行は退屈だ。,3
1Gckfr5bxxhzvoo_71.mp3,1Gckfr5bxxhzvoo,2194.286,飛行機がいい。,3
1Gckfr5bxxhzvoo_72.mp3,1Gckfr5bxxhzvoo,3186.939,動揺がひどいだろう。,3
1Gckfr5bxxhzvoo_73.mp3,1Gckfr5bxxhzvoo,4231.837,飛行機の中で煙草を吸えるかしら。,3
1Gckfr5bxxhzvoo_74.mp3,1Gckfr5bxxhzvoo,3735.51,葡萄は、あれは、種を出すものなのかしら、,3
1Gckfr5bxxhzvoo_75.mp3,1Gckfr5bxxhzvoo,3970.612,種のまま呑みこむものなのかしら。,3
1Gckfr5bxxhzvoo_76.mp3,1Gckfr5bxxhzvoo,3552.653,葡萄の正しい食べかたを知りたい。,3
1Gckfr5bxxhzvoo_77.mp3,1Gckfr5bxxhzvoo,992.653,などと、,3
1Gckfr5bxxhzvoo_78.mp3,1Gckfr5bxxhzvoo,4858.776,考えていること、まるで、おそろしく、とりとめがない。,3
1Gckfr5bxxhzvoo_79.mp3,1Gckfr5bxxhzvoo,3213.061,あわてて、がらっと机の引き出しをあけ、,3
1Gckfr5bxxhzvoo_80.mp3,1Gckfr5bxxhzvoo,2899.592,くしゃくしゃ引き出しの中を掻きまわして、,3
1Gckfr5bxxhzvoo_81.mp3,1Gckfr5bxxhzvoo,4806.531,大げさに顔をしかめ、耳の掃除をはじめる。,3
1Gckfr5bxxhzvoo_82.mp3,1Gckfr5bxxhzvoo,2899.592,その竹の耳かきの一端には、,3
1Gckfr5bxxhzvoo_83.mp3,1Gckfr5bxxhzvoo,3369.796,ふさふさした兎の白い毛が附いていて、,3
1Gckfr5bxxhzvoo_84.mp3,1Gckfr5bxxhzvoo,5773.061,男は、その毛で自分の耳の中をくすぐり、目を細める。,3
1Gckfr5bxxhzvoo_85.mp3,1Gckfr5bxxhzvoo,2664.49,なんということもない。,3
1Gckfr5bxxhzvoo_86.mp3,1Gckfr5bxxhzvoo,4989.388,それから、また、机の引き出しを、くしゃくしゃかきまわす。,3
1Gckfr5bxxhzvoo_87.mp3,1Gckfr5bxxhzvoo,3970.612,感冒除けの黒いマスクを見つけた。,3
1Gckfr5bxxhzvoo_88.mp3,1Gckfr5bxxhzvoo,3213.061,そいつを、素早く、さっと顔にかけて、,3
1Gckfr5bxxhzvoo_89.mp3,1Gckfr5bxxhzvoo,3604.898,屹っと眉毛を挙げ、眼をぎょろっと光らせて、,3
1Gckfr5bxxhzvoo_90.mp3,1Gckfr5bxxhzvoo,2664.49,なんということもない。,3
1Gckfr5bxxhzvoo_91.mp3,1Gckfr5bxxhzvoo,2899.592,マスクをはずして、引き出しに収め、,3
1Gckfr5bxxhzvoo_92.mp3,1Gckfr5bxxhzvoo,3082.449,ぴたと引き出しをしめる。,3
1Gckfr5bxxhzvoo_93.mp3,1Gckfr5bxxhzvoo,3918.367,とうもろこしは、あれは下品な食べものだ。,3
1Gckfr5bxxhzvoo_94.mp3,1Gckfr5bxxhzvoo,4519.184,あれの、正式の食べかたは、どういうのかしら。,3
1Gckfr5bxxhzvoo_95.mp3,1Gckfr5bxxhzvoo,3631.02,一本のとうもろこしに、食いついている姿は、,3
1Gckfr5bxxhzvoo_96.mp3,1Gckfr5bxxhzvoo,2142.041,などと、ばかなことを、,3
1Gckfr5bxxhzvoo_97.mp3,1Gckfr5bxxhzvoo,2351.02,ふと考える。,3
1Gckfr5bxxhzvoo_98.mp3,1Gckfr5bxxhzvoo,2481.633,どんなにひどいニヒルにでも、,3
1Gckfr5bxxhzvoo_99.mp3,1Gckfr5bxxhzvoo,4754.286,最後まで附きまとうものは、食べものであるらしい。,3
1Gckfr5bxxhzvoo_100.mp3,1Gckfr5bxxhzvoo,4205.714,しかもこの男は、味覚を知らない。,3
1Gckfr5bxxhzvoo_101.mp3,1Gckfr5bxxhzvoo,4806.531,味よりも、方法が問題であるらしい。,3
1Gckfr5bxxhzvoo_102.mp3,1Gckfr5bxxhzvoo,4153.469,めんどうくさい食べものには、見向きもしない。,3
1Gckfr5bxxhzvoo_103.mp3,1Gckfr5bxxhzvoo,4571.429,さんまなぞ、食べてみれば、あれは、おいしいものかも知れないが、,3
1Gckfr5bxxhzvoo_104.mp3,1Gckfr5bxxhzvoo,3134.694,この男は、それをきらう。,3
1Gckfr5bxxhzvoo_105.mp3,1Gckfr5bxxhzvoo,2847.347,とげがあるからである。,3
1Gckfr5bxxhzvoo_106.mp3,1Gckfr5bxxhzvoo,2194.286,味覚の故ではなくして、,3
1Gckfr5bxxhzvoo_107.mp3,1Gckfr5bxxhzvoo,4205.714,とげを抜くのが面倒くさいのである。,3
1Gckfr5bxxhzvoo_108.mp3,1Gckfr5bxxhzvoo,2586.122,たいへん高価なものだそうであるが、,3
1Gckfr5bxxhzvoo_109.mp3,1Gckfr5bxxhzvoo,4702.041,鮎の塩焼など、一向に喜ばない。,3
1Gckfr5bxxhzvoo_110.mp3,1Gckfr5bxxhzvoo,4101.224,申しわけみたいに、ちょっと箸でつついてみたりなどして、,3
1Gckfr5bxxhzvoo_111.mp3,1Gckfr5bxxhzvoo,3840.0,それっきり、振りむきもしない。,3
1Gckfr5bxxhzvoo_112.mp3,1Gckfr5bxxhzvoo,2795.102,玉子焼を好む。,3
1Gckfr5bxxhzvoo_113.mp3,1Gckfr5bxxhzvoo,3030.204,とげがないからである。,3
1Gckfr5bxxhzvoo_114.mp3,1Gckfr5bxxhzvoo,2429.388,豆腐を好む。,3
1Gckfr5bxxhzvoo_115.mp3,1Gckfr5bxxhzvoo,5067.755,やはり、食べるのに、なんの手数もいらないからである。,3
1Gckfr5bxxhzvoo_116.mp3,1Gckfr5bxxhzvoo,2716.735,飲みものを好む。,3
1Gckfr5bxxhzvoo_117.mp3,1Gckfr5bxxhzvoo,2298.776,牛乳。,3
1Gckfr5bxxhzvoo_118.mp3,1Gckfr5bxxhzvoo,1697.959,葛湯。,3
1Gckfr5bxxhzvoo_119.mp3,1Gckfr5bxxhzvoo,2429.388,うまいも、まずいもない。,3
